item,app,sentence,taxonomy_22_id,label,suggested_label,reviewer,review_time
年龄,Soul,智能辅助聊天：为了提供智能辅助聊天服务，我们会使用您注册时提供的基本资料（包括昵称、年龄/生日、性别、所在地、引力签）、您使用服务期间产生的行为数据（包括注册时间、「瞬间」、互动记录、网络日志），用于完善算法功能，以根据您的选择提供智能辅助聊天服务（如AI苟蛋、异世界回响）。,4,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
年龄,Soul,个性化内容：为了向您展示、推荐或推送您可能感兴趣的图文视频/群组/派对/「瞬间」话题，提供搜索结果，推荐商品和服务，我们会使用您注册时提供的基本资料（包括年龄/生日、性别、所在地、引力签、学业情况）、您使用服务期间产生的行为数据（包括注册时间、「瞬间」、用户互动记录、网络日志）、消费情况和设备信息，形成用户属性分类，并对不同属性的用户采用不同的内容展示策略。,3,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
年龄,Soul,个性化广告：为了向您展示、推荐或推送与您的偏好有更高匹配及关联程度的广告，我们会使用您注册时提供的基本资料（包括年龄/生日、性别、所在地、时区、引力签）、您使用服务期间产生的行为数据（包括广告点击、转化情况、网络日志）设备信息和网络类型，形成用户特征标签，并根据广告主指定的目标人群类型，通过系统自动化地将广告投放给相关人群用户。,13,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
年龄,Soul,个性化匹配：为了在「用户匹配」功能如灵魂匹配、恋爱铃等中向您展示、推荐或推送与您有更高相关程度的用户，我们会使用您注册时提供的基本资料（包括年龄/生日、性别、所在地、引力签）、您使用服务期间产生的行为数据（包括「瞬间」、用户互动、匹配记录、网络日志）、消费情况和设备信息，形成用户画像，并为用户提供爱好相似等合适的聊天对象。,3,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
年龄,Soul,您理解并承诺，您向我们提供的本人年龄信息是真实的，如果我们通过技术手段分析并计算出您可能属于未成年人的，我们有权对您的Soul账号采取限制措施，即限制您账号进行浏览、使用特定功能和消费行为。,11,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
年龄,世纪佳缘,当您使用节目招募功能进行相亲交友节目报名时，世纪佳缘会收集您的姓名、性别、年龄、城市、手机号、身高、学历、职业；,1,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
年龄,小荷健康,c.预约检测/齿科/体检/医疗美容等消费医疗服务：在您通过小荷健康预约线下医疗机构的检测/齿科/体检/医疗美容等消费医疗服务时，在服务过程中小荷健康可能会向您收集姓名、手机号码、身份证件号码、性别、年龄等信息，并可能需要小荷健康将上述信息提供给实际提供服务的具体服务提供者（如第三方合作机构），以便该服务提供者直接为您提供服务。,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
性别,51Job,微人才中会收集求职者的姓名、手机、邮箱、性别、出生日期、最高学历、工作年限、公司、职位、附件，求职者填写、勾选同意此用户规则提交后，上述数据会进入内推后台系统、供hr管理使用。,1,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
性别,Keep,您可以通过左上角「我」-左上角-「设置」-「个人资料」进行访问、更正自己的个人资料，含头像、昵称、性别（半年仅可修改一次）、生日、所在城市、简介；,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
性别,Soul,5）性别及昵称：我们会基于您提供的性别信息为您提供性别匹配服务，如果您不提供此类信息，将导致注册失败，您将无法注册并继续使用本产品与/或服务。,1,否定,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
性别,Soul,智能辅助聊天：为了提供智能辅助聊天服务，我们会使用您注册时提供的基本资料（包括昵称、年龄/生日、性别、所在地、引力签）、您使用服务期间产生的行为数据（包括注册时间、「瞬间」、互动记录、网络日志），用于完善算法功能，以根据您的选择提供智能辅助聊天服务（如AI苟蛋、异世界回响）。,4,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
性别,Soul,个性化内容：为了向您展示、推荐或推送您可能感兴趣的图文视频/群组/派对/「瞬间」话题，提供搜索结果，推荐商品和服务，我们会使用您注册时提供的基本资料（包括年龄/生日、性别、所在地、引力签、学业情况）、您使用服务期间产生的行为数据（包括注册时间、「瞬间」、用户互动记录、网络日志）、消费情况和设备信息，形成用户属性分类，并对不同属性的用户采用不同的内容展示策略。,3,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
性别,Soul,个性化广告：为了向您展示、推荐或推送与您的偏好有更高匹配及关联程度的广告，我们会使用您注册时提供的基本资料（包括年龄/生日、性别、所在地、时区、引力签）、您使用服务期间产生的行为数据（包括广告点击、转化情况、网络日志）设备信息和网络类型，形成用户特征标签，并根据广告主指定的目标人群类型，通过系统自动化地将广告投放给相关人群用户。,13,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
性别,Soul,个性化匹配：为了在「用户匹配」功能如灵魂匹配、恋爱铃等中向您展示、推荐或推送与您有更高相关程度的用户，我们会使用您注册时提供的基本资料（包括年龄/生日、性别、所在地、引力签）、您使用服务期间产生的行为数据（包括「瞬间」、用户互动、匹配记录、网络日志）、消费情况和设备信息，形成用户画像，并为用户提供爱好相似等合适的聊天对象。,3,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
性别,Soul,您通过Soul App使用第三方提供的游戏服务时，如第三方需使用您的个人信息，我们会在您授权同意后将您的用户ID、账号昵称、头像、性别提供给第三方游戏合作伙伴。,1,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
性别,世纪佳缘,我们还会收集您的昵称、性别、生日、婚姻状况，上述信息系我们提供婚恋交友基本功能所必要的个人信息，收集这些信息是为了帮助您完成注册，建立您的征婚档案，提供基本的婚恋交友服务。,1,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
性别,世纪佳缘,当您使用节目招募功能进行相亲交友节目报名时，世纪佳缘会收集您的姓名、性别、年龄、城市、手机号、身高、学历、职业；,1,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
手机号码,360借条,我们需要收集您提供的手机号码（包括本机电话号码）、短信验证码来创建账号，或者您可以使用运营商登录（本机号码一键登录&本机号码校验登录）的方式登录。,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
手机号码,360借条,同时，为判断运营商登录（本机号码一键登录&本机号码校验登录）服务下运营商的类型，我们将收集必需的手机号码对应的运营商信息，且您登录APP的设备为IOS的，我们将收集必需的设备信息即MCC和MNC，如您拒绝，您将无法使用运营商登录（本机号码一键登录&本机号码校验登录），但不影响您通过手机号码及短信验证码的方式注册/登录。,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
手机号码,360借条,在您使用360借条进行支付、还款、授权自动扣款时，您需提供如下必需信息：银行卡卡号、有效期、银行预留手机号、持卡人姓名、持卡人身份证件、短信验证码，您可以通过主动上传或者一键绑卡的形式提供。,8,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
手机号码,360借条,为保证您的账号安全，我们的客服会使用您的姓名、手机号码、身份证号码来核验您的身份且为了后续客服处理纠纷，我们将收集您与客服/催收的通话录音及在线聊天记录，这些为必需信息。,1,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
手机号码,360借条,我们使用国际通用加密技术向第三方机构传输您的手机号码（必需信息），供第三方机构对您进行身份验证，一旦您的身份验证通过后，第三方机构将为您形成您的个人报告（具体以第三方机构提供的为准）。,10,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
手机号码,360借条,例如∶您注册360借条平台时，我们需要收集您的手机号码，并在您使用360借条平台服务期间，持续保存您的手机号码，以保证您可以正常登录360借条平台并正常使用相关服务。,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
手机号码,360借条,iv.我们建立了数据分级分类管理制度，对您的敏感个人信息如手机号码、身份证号全程进行加密处理，并设置严格的数据访问权限和个人信息处理的操作权限，确保您的个人信息安全；,1,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
手机号码,51Job,如开具的纸质发票需要邮寄，还需要用户提供收件人姓名、手机号和快递地址，我们会以顺丰到付的形式寄出，51Job客服会反馈给您快递单号，还请您注意查收。,5,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
手机号码,51Job,如开具的纸质发票需要邮寄，还需要用户提供收件人姓名、手机号和快递地址，我们会以顺丰到付的形式寄出，51Job客服会反馈给您快递单号，还请您注意查收。,5,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
手机号码,51Job,如开具的纸质发票需要邮寄，还需要用户提供收件人姓名、手机号和快递地址，我们会以顺丰到付的形式寄出，51Job客服会反馈给您快递单号，还请您注意查收。,5,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
指纹信息,360借条,1、如设备支持且主动设置了指纹登录、指纹支付时，涉及该权限的获取，我们仅获取信息校验的结果不会获取设备内的指纹信息。,21,否定,不确定,assistant_auto_review,2026-05-23T16:18:08.909841
指纹信息,58同城,若您使用支持指纹识别的苹果设备&安卓设备，您可以使用58APP中的指纹支付、指纹解锁（登录）功能。,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
指纹信息,58同城,您需要在您的设备上提前录入面容信息或指纹信息，并在使用服务时在您的设备上完成信息验证。,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
指纹信息,58同城,指纹识别功能通过腾讯指纹认证SDK（Android端）实现，sdk将收集并使用您的设备型号、指纹传感器权限、相机权限，不提供上述必需信息将无法实现指纹登录功能。,21,否定,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
指纹信息,中国工商银行,（2）为了让您更安全、便捷地使用登录服务，如您的设备与融e行移动端版本均支持指纹/面容ID功能，您可以选择通过指纹/面容ID功能登录融e行移动端。,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
指纹信息,中国工商银行,（11）基于指纹的功能：您可使用指纹登录、指纹登录设置等服务。,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
指纹信息,中国工商银行,上述功能可能需要您在您的设备中向我行开启您的相机（摄像头）、相册（图片库）、地理位置（位置信息）、麦克风、蓝牙、Face ID、存储空间、电话、NFC、通讯录、指纹、剪切板、投屏录屏、应用内下载安装App、悬浮窗的访问权限，以实现这些功能所涉及的信息的收集和使用。,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
指纹信息,中国工商银行,（16）国民认证（FIDO）SDK：为了向您提供指纹、3D人脸等安全认证服务，我行使用了国民认证（FIDO）SDK，该SDK需要收集手机设备型号、设备名称、手机厂商名称、操作系统版本，用于机型兼容性支持和问题排查。,10,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
指纹信息,京东健康,若您使用支持指纹识别的苹果设备，您可以使用京东健康 APP 中的指纹支付、指纹解锁功能。,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
指纹信息,京东健康,您需要在您的设备上提前录入面容信息或指纹信息，并在使用服务时在您的设备上完成信息验证。,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
搜索记录,360借条,同时，我们根据《中华人民共和国网络安全法》规定，且为了监控系统服务稳定性，排除并减少产品崩溃情况，进行功能使用数、稳定性的分析处理，开展内部审计、数据分析和研究，防范反欺诈及盗用风险，以及处理客户相关诉求，收集留存必需的网络日志信息（即自您开启360借条时开始的操作记录包括打开、注册、登录360借条，在360借条上查看/浏览、点击、滑动、关闭、下单、上传、交易、搜索、修改的记录）。,8,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
搜索记录,51Job,当您使用51Job平台提供的搜索订阅功能时，我们会根据您的订阅条件以您选定的接收方式，提供跟您的订阅要求相符合的职位信息。,3,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
搜索记录,51Job,当您使用查看附近职位、搜索-距离优先排序、查看通勤距离功能时，我们会收集您的位置信息，以更好地为您提供招聘功能以及与位置有关的产品和/或服务。,2,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
搜索记录,51Job,当您使用查看附近职位、搜索-距离优先排序功能时，需要获取您的位置信息（GPS定位），如您拒绝授权，将无法自动定位，但可以选择手动输入目标求职地点。,3,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
搜索记录,51Job,您在查看附近职位、搜索-距离优先排序时，需要使用百度地图SDK和百度定位SDK以便实现定位或匹配位置，您可以通过拒绝系统权限来阻止其获得您的位置信息。,22,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
搜索记录,51Job,"当您使用我们的求职推荐功能时，我们会通过您求职者用户身份填写的简历（基本信息、简历亮点、求职意向、职位技能&经验、工作经验、教育经历）并结合您在51Job平台的使用习惯（如：操作记录、搜索、申请记录、聊天行为、订阅、浏览、收藏、屏蔽公司设置及简历公开设置）为您推荐、展示您可能感兴趣的或与您较为匹配的职位信息、公司信息，例如首页推荐职位列表、搜索结果职位列表、职位详情""你可能还喜欢""职位列表等。",3,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
搜索记录,51Job,当您使用51Job平台提供的搜索订阅功能时，我们会根据您的订阅条件以您选定的接收方式，提供跟您的订阅要求相符合的职位信息。,3,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
搜索记录,51Job,当您使用查看附近职位、搜索-距离优先排序、查看通勤距离功能时，我们会收集您的位置信息，以更好地为您提供招聘功能以及与位置有关的产品和/或服务。,2,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
搜索记录,51Job,当您使用查看附近职位、搜索-距离优先排序功能时，需要获取您的位置信息（GPS定位），如您拒绝授权，将无法自动定位，但可以选择手动输入目标求职地点。,3,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
搜索记录,51Job,您在查看附近职位、搜索-距离优先排序时，需要使用百度地图SDK和百度定位SDK以便实现定位或匹配位置，您可以通过拒绝系统权限来阻止其获得您的位置信息。,22,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
摄像头权限,Blued极速版,（3）摄像头权限及相册权限：当您使用拍照、小视频、直播、扫一扫等功能时，您需要开启摄像头权限和/或相册权限（以您使用的具体功能为准），以便您进行实时拍摄或图片/视频上传。,3,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
摄像头权限,Hi 医生,我们的部分功能可能会调用您设备上的一些权限，包括向我们开启您的地理位置（位置信息）、相机（摄像头）、相册（图片库）、麦克风以及通讯录的访问权限，用于实现这些功能所涉及的信息的收集和使用。,3,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
摄像头权限,Hi 医生,收集个人信息类型：设备标识（如IMEI、MEID、IMSI、SIM卡序列号/MAC地址、android_id）、应用程序列表、手机状态、存储权限、访问网络、读取电话状态、相册、摄像头、麦克风权限,1,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
摄像头权限,Soul,您在使用「Soul 拍相机/录制表情包」拍摄相应照片或进行录像时，我们会在您的设备本地处理识别您摄像头所拍摄的具体内容，以为您提供针对性的贴纸、特效渲染等效果。,1,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
摄像头权限,世纪佳缘,您理解并同意，我们提供的服务可能需要您在您的设备中开启您的位置信息（地理位置）、相机（摄像头）、相册、麦克风的访问权限，以实现这些权限所涉及信息的收集和使用。,3,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
摄像头权限,中国工商银行,（1）基于相机（摄像头）的功能：您可使用扫码支付、二维码识别、银行卡识别、身份证识别、人脸识别、同屏解说、远程视频审核等服务。,4,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
摄像头权限,中国工商银行,（17）ZXing二维码扫描SDK：为了向您提供扫一扫服务，我行使用了ZXing二维码扫描SDK，该SDK需要获取相机（摄像头）权限。,3,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
摄像头权限,中国工商银行,（42）AnyChat SDK：为了向您提供证券开户服务，我行使用的凡泰极客SDK中引用了AnyChat SDK，该SDK需要收集获取设备号（IMEI、Android ID）、IP、MAC地址、手机型号信息，需要获取麦克风、摄像头、相册、定位权限，用于验证客户身份并进行在线证券开户。,5,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
摄像头权限,京东健康,（2）基于摄像头（相机）的扩展功能（CAMERA）：您可以使用这个扩展功能完成视频拍摄、拍照、扫码、人脸识别登录、AI测肤及视力检测功能。,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
摄像头权限,小红书,2.当您使用发布、编辑内容功能时，我们会请求您授权存储（相册、媒体和其他文件）、相机（摄像头）、麦克风（录音）权限。,3,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
日志信息,360借条,同时，我们根据《中华人民共和国网络安全法》规定，且为了监控系统服务稳定性，排除并减少产品崩溃情况，进行功能使用数、稳定性的分析处理，开展内部审计、数据分析和研究，防范反欺诈及盗用风险，以及处理客户相关诉求，收集留存必需的网络日志信息（即自您开启360借条时开始的操作记录包括打开、注册、登录360借条，在360借条上查看/浏览、点击、滑动、关闭、下单、上传、交易、搜索、修改的记录）。,8,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
日志信息,51Job,为了您可以更加安全便捷地登录/注册您的账号，我们为您提供了本机号码一键登录功能，当您同意并选择使用本机号码一键登录功能时，我们将通过闪验SDK会获取您的IP地址、OAID、SIM卡信息，并会收集设备类型、设备型号、操作系统、网络环境、网关取号报错日志数据，并安全进行身份认证后，为您提供免验证码登录/注册服务。,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
日志信息,51Job,为了保障软件与服务的安全运行、运营的质量及效率，我们会收集您的设备基础信息（设备品牌、型号、CPU型号、主板、CPU指令集、设置参数，显示屏参数、硬件名称、硬件制造商、手机制造商、操作系统版本、系统语言）、OAID、IDFA、IP地址、网络接入方式、类型、状态、网络质量数据、操作、使用、服务日志。,4,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
日志信息,51Job,为了您可以更加安全便捷地登录/注册您的账号，我们为您提供了本机号码一键登录功能，当您同意并选择使用本机号码一键登录功能时，我们将通过闪验SDK会获取您的IP地址、OAID、SIM卡信息，并会收集设备类型、设备型号、操作系统、网络环境、网关取号报错日志数据，并安全进行身份认证后，为您提供免验证码登录/注册服务。,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
日志信息,51Job,为了保障软件与服务的安全运行、运营的质量及效率，我们会收集您的设备基础信息（设备品牌、型号、CPU型号、主板、CPU指令集、设置参数，显示屏参数、硬件名称、硬件制造商、手机制造商、操作系统版本、系统语言）、OAID、IDFA、IP地址、网络接入方式、类型、状态、网络质量数据、操作、使用、服务日志。,4,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
日志信息,51Job,【保障软件与服务的安全运行】设备品牌、型号、CPU型号、主板、CPU指令集、设置参数，显示屏参数、硬件名称、硬件制造商、手机制造商、操作系统版本、系统语言、OAID、IDFA、IP地址、网络接入方式、类型、状态、网络质量数据、操作、使用、服务日志,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
日志信息,51Job,外部存储，读写应用所需要的数据，系统运行日志，崩溃日志.,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
日志信息,BOSS,(5)为了预防恶意程序、保障运营质量及效率，我们会收集您的服务日志信息（包括您的操作使用信息，如浏览记录、点击记录、搜索查询记录、收藏记录、发布信息、分享信息，以及操作日期和时间）。,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
日志信息,BOSS,(6)为了便于定位并解决您反馈的软件问题，保障服务质量，当您通过APP页面特定入口（如帮助反馈-反馈与建议）或在线客服向我们反馈问题时，我们会收集您的服务日志信息以及您在商务场景下产生的其他数据（如通讯信息）。,6,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
日志信息,BOSS直聘,(5)为了预防恶意程序、保障运营质量及效率，我们会收集您的服务日志信息（包括您的操作使用信息，如浏览记录、点击记录、搜索查询记录、收藏记录、发布信息、分享信息，以及操作日期和时间）。,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
昵称,51Job,"您的论坛信息：当您使用同行（论坛）服务时，我们会收集和使用您的头像和昵称信息，其中，昵称您可以选择简历中的真实姓名或以X先生/女生进行展示，您登录前程无忧 App后可以通过底部导航""我的""-""创作者中心""，访问、管理您的论坛资料，对您的论坛资料进行编辑调整。",1,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
昵称,51Job,"您的论坛信息：当您使用同行（论坛）服务时，我们会收集和使用您的头像和昵称信息，其中，昵称您可以选择简历中的真实姓名或以X先生/女生进行展示，您登录前程无忧 App后可以通过底部导航""我的""-""创作者中心""，访问、管理您的论坛资料，对您的论坛资料进行编辑调整。",1,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
昵称,58同城,您补充的账户信息将有助于我们为您提供个性化的服务推荐和更优的服务体验，包括：提升账号的安全性，以便您享受更好的保障服务；,6,不确定,不确定,assistant_auto_review,2026-05-23T16:18:08.909841
昵称,Blued极速版,当您创建 Blued ID时，我们会收集您的昵称、头像、出生日期、手机号码、邮箱地址，收集这些信息是为了帮助您完成注册，保护您帐号的安全并完成网络实名制的要求，同时，您可以选择向我们提供身份证信息、面部特征识别信息，留存并完善实名认证。,1,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.913873
昵称,Keep,A．当您注册、登录Keep App时，您可以通过手机号创建账号，并且您可以完善相关的个人资料（包括头像、昵称、密码），收集这些信息是为了帮助您完成注册。,1,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.913873
昵称,Keep,您也可以使用第三方账号登录并使用Keep App，您将授权我们获取您在第三方平台注册的公开信息（头像、昵称、手机号（加密）），用于与Keep App账号绑定，使您可以直接登录并使用本产品和相关服务。,1,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.913873
昵称,Keep,您可以通过左上角「我」-左上角-「设置」-「个人资料」进行访问、更正自己的个人资料，含头像、昵称、性别（半年仅可修改一次）、生日、所在城市、简介；,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.913873
昵称,Keep,您可以通过「我」-左上角-「我的团队」设置、访问、更正团队信息，含团队头像、昵称、姓名、手机号、工号、团队邮箱、个性签名、收件地址等信息。,1,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.913873
昵称,LOFTER,当您在使用LOFTER、上传和/或发布信息以及进行相关互动行为（包括发布文字、图片、视频、评论、回复评论、打赏、分享、收藏、推荐）时，我们将收集您上传、发布或形成的信息，并有权使用您的昵称、头像或发布内容以作展示。,3,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.913873
昵称,LOFTER,例如，当您使用第三方账号登录LOFTER时，我们将根据您的授权获取该第三方账号下的相关信息（包括：用户名、昵称、头像，具体以您的授权内容为准）以及身份验证信息（手机号码及验证码匹配结果），并在您同意本政策后将您的第三方账号与您的LOFTER账号绑定，使您可以通过第三方账号直接登录并使用我们的产品与/或服务。,1,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.913873
浏览记录,360借条,在浏览模式下，如您使用的是小程序，我们将根据您所使用的不同渠道（如微信、支付宝或抖音）的小程序，分别收集对应的渠道认证信息：openid（微信）、my.getAuthCode（支付宝）、tt.login（抖音）。,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.913873
浏览记录,360借条,前述信息如果您拒绝提供，可能无法完成支付、还款、授权自动扣款，但不影响基础浏览及其他无需使用支付、还款、授权自动扣款的服务。,8,否定,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.913873
浏览记录,360借条,同时，我们根据《中华人民共和国网络安全法》规定，且为了监控系统服务稳定性，排除并减少产品崩溃情况，进行功能使用数、稳定性的分析处理，开展内部审计、数据分析和研究，防范反欺诈及盗用风险，以及处理客户相关诉求，收集留存必需的网络日志信息（即自您开启360借条时开始的操作记录包括打开、注册、登录360借条，在360借条上查看/浏览、点击、滑动、关闭、下单、上传、交易、搜索、修改的记录）。,8,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.913873
浏览记录,360借条,ii.我们通过https技术为您提供浏览服务，并通过相应的登录短信验证安全机制、数据库加密及日志加密措施保障用户数据安全；,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.913873
浏览记录,360借条,特别的，当您撤回《隐私政策》同意后，您将退出登录，仅能进入浏览页面，我们将无法继续为您提供360借条平台上信贷业务等相关功能，即您无法在360借条平台上进一步使用额度申请、提额、借款及消费等功能。,8,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.913873
浏览记录,51Job,相当于法律上许可招聘企业(及人员）和平台猎头对您的简历进行查询、浏览、使用、存储的权利；,3,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.913873
浏览记录,51Job,这类信息属于课程咨询的必需信息，是否提供完全由您自行发起或控制，如您拒绝提供上述信息，您可以浏览课程信息，但可能我们无法与您取得沟通，或向您正常提供课程服务。,3,否定,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.913873
浏览记录,51Job,您可以清除计算机上保存的所有 Cookies，大部分网络浏览器会自动接受Cookie，但您通常可根据自己的需要来修改浏览器的设置以拒绝 Cookie。,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.913873
浏览记录,51Job,我们同时对51Job平台网站提供https安全浏览方式；,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.913873
浏览记录,51Job,相当于法律上许可招聘企业(及人员）和平台猎头对您的简历进行查询、浏览、使用、存储的权利；,3,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.913873
相册/图片,360借条,如您选择使用手动上传身份证照片的，需要调用相册权限；,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.913873
相册/图片,360借条,如您使用图片文本识别功能的，需要调用相机权限进行图片文本识别。,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.913873
相册/图片,360借条,同时我们将通过MLKitSDK和/或华为平台SDK和/或其他第三方SDK（具体以第三方SDK说明展示的提供图片文本识别功能的SDK为准）为您实现图片文本识别功能。,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.913873
相册/图片,360借条,如您选择使用手动上传身份证照片的，需要调用相册权限。,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.913873
相册/图片,360借条,为了保证您及他人的合法权益，如您被他人投诉或投诉他人或者公安机关报案，我们会将您的姓名及有效证件号码、联系方式、投诉相关内容、360借条注册相关信息、贷款信息、人脸照片提供给消费者权益保护部门、公安机关、监管机关及法院和仲裁机构，以便及时解决投诉纠纷及协助配合刑事犯罪调查，但法律法规明确禁止提供的除外。,1,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.913873
相册/图片,360借条,邀请好友时，进行活动图片分享及获取时涉及保存至照片库在商品退款、商品评论、身份证照片、客服咨询、意见反馈、头像选择、凭证上传中涉及图片的选择。,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.913873
